compendium_hospital_id,ccn,hospital_name,hospital_street,hospital_city,hospital_state,hospital_zip,acutehosp_flag,health_sys_id,health_sys_name,health_sys_city,health_sys_state,corp_parent_id,corp_parent_name,corp_parent_type,hos_beds,hos_dsch,hos_res,hos_children,hos_majteach,hos_vmajteach,hos_teachint,hos_highdpp,hos_ucburden,hos_highuc,hos_ownership,hos_net_revenue,hos_total_revenue
CHSP00006614,151307,Ascension St. Vincent Williamsport,412 North Monroe Street,Williamsport,IN,47993,1,HSI00000055,Ascension Health,Saint Louis,MO,17773929,ASCENSION,INTEGRATED DELIVERY NETWORK (IDN),16,408,0,0,0,0,0,0,0.1950640725,1,2,22838770,95340338
CHSP00006615,010056,St Vincents Birmingham,810 St Vincent's Drive,Birmingham,AL,35205,1,HSI00000055,Ascension Health,Saint Louis,MO,17773929,ASCENSION,INTEGRATED DELIVERY NETWORK (IDN),399,18405,0,0,0,0,0,0,0.0333936536,0,2,480049369,2467698158
CHSP00006616,011305,St. Vincents Blount,150 Gilbreath,Oneonta,AL,35121,1,HSI00000055,Ascension Health,Saint Louis,MO,17773929,ASCENSION,INTEGRATED DELIVERY NETWORK (IDN),25,770,0,0,0,0,0,0,0.0829758862,0,2,25155147,83834810
CHSP00006617,010011,St. Vincents East,50 Medical Park East Drive,Birmingham,AL,35235,1,HSI00000055,Ascension Health,Saint Louis,MO,17773929,ASCENSION,INTEGRATED DELIVERY NETWORK (IDN),286,13109,26.35,0,0,0,0.0921328671,0,0.0677325509,0,2,249098345,1403780625
CHSP00006618,070028,St. Vincents Medical Center,2800 Main Street,Bridgeport,CT,06606,1,HSI00000452,Hartford Healthcare,Hartford,CT,17773792,HARTFORD HEALTHCARE,INTEGRATED DELIVERY NETWORK (IDN),219,12236,47.9,0,0,0,0.2187214612,0,0.1139497615,1,1,548175563,1922480910
CHSP00006619,100321,Ascension St. Vincents Clay County,1670 St. Vincent's Way,Middleburg,FL,32068,1,HSI00000055,Ascension Health,Saint Louis,MO,17773929,ASCENSION,INTEGRATED DELIVERY NETWORK (IDN),134,7368,0,0,0,0,0,0,0.091459433,0,2,152886272,994390401
CHSP00006620,100040,Ascension St. Vincents Riverside,1 Shircliff Way,Jacksonville,FL,32204,1,HSI00000055,Ascension Health,Saint Louis,MO,17773929,ASCENSION,INTEGRATED DELIVERY NETWORK (IDN),362,16459,27.5,0,0,0,0.0759668508,0,0.0616917679,0,2,449565271,3030895328
CHSP00006621,100307,Ascension St. Vincents Southside Ho,4201 Belfort Road,Jacksonville,FL,32216,1,HSI00000055,Ascension Health,Saint Louis,MO,17773929,ASCENSION,INTEGRATED DELIVERY NETWORK (IDN),230,10289,0,0,0,0,0,0,0.1097270817,1,2,237573619,1540376055
CHSP00006622,010130,St. Vincents St. Clair,7063 Veterans Parkway,Pell City,AL,35125,1,HSI00000055,Ascension Health,Saint Louis,MO,17773929,ASCENSION,INTEGRATED DELIVERY NETWORK (IDN),40,2150,0,0,0,0,0,0,0.1037465601,0,2,40820836,284553870
CHSP00006623,171323,Stafford County Hospital,502 South Buckeye Street,Stafford,KS,67578,1,,,,,N/A,N/A,N/A,25,55,0,0,0,0,0,0,0.0792599307,0,3,10104780,5970313
CHSP00006624,490140,Stafford Hospital,101 Hospital Center Boulevard,Stafford,VA,22554,1,HSI00000624,Mary Washington Healthcare,Fredericksburg,VA,17815270,MARY WASHINGTON HEALTHCARE,INTEGRATED DELIVERY NETWORK (IDN),88,4360,0,0,0,0,0,0,0.0374115931,0,1,132164878,335271282
CHSP00006625,070006,The Stamford Hospital,1 Hospital Plaza,Stamford,CT,06902,1,HSI00001032,Stamford Health,Stamford,CT,18288719,STAMFORD HEALTH,INTEGRATED DELIVERY NETWORK (IDN),288,12974,69.3,0,0,0,0.240625,0,0.0866686039,0,1,834454616,3589181183
CHSP00006627,350064,"Standing Rock Service Unit, Fort Yates Hospital, Indian Health Service, Dhhs",10 North River Road,Fort Yates,ND,58538,0,,,,,18138661,INDIAN HEALTH SERVICE,INTEGRATED DELIVERY NETWORK (IDN),,,,,,,,,,,,,
CHSP00006628,050441,Stanford Health Care,"300 Pasteur Drive, Suite H3200",Palo Alto,CA,94304,1,HSI00001033,Stanford Health Care,Stanford,CA,17779642,STANFORD HEALTH CARE,INTEGRATED DELIVERY NETWORK (IDN),657,32997,740.39,0,1,1,1.1269254186,0,0.0390536021,0,1,6761246237,33802967307
CHSP00006629,050283,Stanford Health Care Tri-Valley,5555 West Las Positas Boulevard,Pleasanton,CA,94588,1,HSI00001033,Stanford Health Care,Stanford,CA,17779642,STANFORD HEALTH CARE,INTEGRATED DELIVERY NETWORK (IDN),202,7357,1.52,0,0,0,0.0075247525,0,0.0824581428,0,1,467587263,2458173502
CHSP00006631,050726,Stanislaus Surgical,1421 Oakdale Road,Modesto,CA,95355,0,HSI00001050,Sutter Health,Sacramento,CA,17774118,SUTTER HEALTH,INTEGRATED DELIVERY NETWORK (IDN),23,394,0,0,0,0,0,0,,0,5,28073899,183123387
CHSP00006632,340119,Atrium Health Stanly,301 Yadkin Street,Albemarle,NC,28001,1,HSI00001526,Advocate Health,Charlotte,NC,17773788,ADVOCATE HEALTH INC,INTEGRATED DELIVERY NETWORK (IDN),97,3835,0,0,0,0,0,0,0.0656829186,0,3,118862798,525477514
CHSP00006633,171343,Stanton County Hospital,404 North Chestnut Street,Johnson,KS,67855,1,,,,,,,,16,71,0,0,0,0,0,0,0.0814292825,0,3,8168398,7874109
CHSP00006634,531313,Star Valley Hospital,901 Adams Street,Afton,WY,83110,1,,,,,22186321,NORTH LINCOLN COUNTY HOSPITAL DISTRICT,INTEGRATED DELIVERY NETWORK (IDN),22,718,0,0,0,0,0,0,0.0329476622,0,3,81998074,122947227
CHSP00006636,150102,Starke Memorial Hospital,102 East Culver Road,Knox,IN,46534,1,HSI00000249,Community Health Systems,Franklin,TN,17773305,COMMUNITY HEALTH SYSTEMS INC,INTEGRATED DELIVERY NETWORK (IDN),15,398,0,0,0,0,0,0,0.0769507043,0,5,17579119,89608149
CHSP00006638,450654,Starr County Memorial Hospital,128 N Fm 3167,Rio Grande City,TX,78582,1,,,,,,,,48,958,0,0,0,0,0,1,0.0740073214,0,3,37567541,75912493
CHSP00006639,440068,Athens Regional Medical Center,1114 West Madison Avenue,Athens,TN,37303,1,HSI00000584,Lifepoint Health,Brentwood,TN,17773643,LIFEPOINT HEALTH,INTEGRATED DELIVERY NETWORK (IDN),172,1884,0,0,0,0,0,0,0.0585360877,0,5,115320790,672780621
CHSP00006640,440054,Starr Regional Medical Center,886 Highway 411 N,Etowah,TN,37331,1,HSI00000584,Lifepoint Health,Brentwood,TN,17773643,LIFEPOINT HEALTH,INTEGRATED DELIVERY NETWORK (IDN),,,,,,,,,,,,,
CHSP00006642,,State Correctional Institution At Camp Hill,2500 Lisburn Road,Camp Hill,PA,17011,0,,,,,N/A,N/A,N/A,,,,,,,,,,,,,
CHSP00006643,,State Hospital North,300 Hospital Drive,Orofino,ID,83544,0,,,,,,,,,,,,,,,,,,,,
CHSP00006644,134010,State Hospital South,700 East Alice Street,Blackfoot,ID,83221,0,,,,,N/A,N/A,N/A,110,638,0,0,0,0,0,0,,0,3,27664657,28968070
CHSP00006645,,State Penitentiary Hospital,1313 North 13th Street,Walla Walla,WA,99362,0,,,,,N/A,N/A,N/A,,,,,,,,,,,,,
CHSP00006646,330160,Staten Island University Hospital,475 Seaview Avenue,Staten Island,NY,10305,1,HSI00000767,Northwell Health,New Hyde Park,NY,17773329,NORTHWELL HEALTH,INTEGRATED DELIVERY NETWORK (IDN),544,32779,333.6,0,1,1,0.6132352941,0,0.0577425565,0,1,1328610266,4730780852
CHSP00006649,261330,Ste. Genevieve Co. Memorial Hosp,800 Ste Genevieve Drive,Ste Genevieve,MO,63670,1,,,,,,,,25,580,0,0,0,0,0,0,0.021208585,0,3,60976179,152203309
CHSP00006650,131305,Steele Memorial Medical Center,203 South Daisy Street,Salmon,ID,83467,1,,,,,,,,18,342,0,0,0,0,0,0,0.0818281851,0,3,30811400,54996459
CHSP00006651,110032,Stephens County Hospital,163 Hospital Drive,Toccoa,GA,30577,1,,,,,,,,40,1005,0,0,0,0,0,0,0.0816793262,0,3,41944645,109908589
CHSP00006652,201315,Stephens Memorial Hospital - Cah,181 Main Street,Norway,ME,04268,1,HSI00000611,MaineHealth,Portland,ME,17773956,MAINEHEALTH,INTEGRATED DELIVERY NETWORK (IDN),25,1400,0,0,0,0,0,0,0.0478539553,0,1,108459748,211351968
CHSP00006653,450498,Stephens Memorial Hospital,200 South Geneva Street,Breckenridge,TX,76424,1,,,,,,,,40,132,0,0,0,0,0,0,0.3000762189,1,3,7728336,25627348
CHSP00006654,060076,Sterling Regional Medcenter,615 Fairhurst Street,Sterling,CO,80751,1,HSI00000073,Banner Health,Phoenix,AZ,17847448,BANNER HEALTH,INTEGRATED DELIVERY NETWORK (IDN),25,904,0,0,0,0,0,0,0.0198512077,0,1,56108660,121118510
CHSP00006655,190256,Doctors Hospital Of Slidell Llc,989 Robert Boulevard,Slidell,LA,70458,0,,,,,,,,10,313,0,0,0,0,0,0,,0,5,25231007,147975511
CHSP00006656,193069,Sterlington Critical Access Hospital,370 W Hickory Ave,Bastrop,LA,71220,0,,,,,,,,10,217,0,0,0,0,0,0,,0,5,8299712,19509280
CHSP00006657,241363,Stevens Community Medical Center,400 East First Street,Morris,MN,56267,1,,,,,18302317,STEVENS COMMUNITY MEDICAL CENTER,INTEGRATED DELIVERY NETWORK (IDN),25,452,0,0,0,0,0,0,0.0156530869,0,1,51961233,95690436
CHSP00006658,171335,Stevens County Hospital,1006 South Jackson Street,Hugoton,KS,67951,1,HSI00001427,CommonSpirit Health,Chicago,IL,N/A,N/A,N/A,17,105,0,0,0,0,0,0,0.0225016889,0,3,17008467,27299116
CHSP00006659,054009,Resnick Neuropsychiatric Hospital At,150 Ucla Medical Plaza,Los Angeles,CA,90095,0,HSI00001168,University of California Health,Oakland,CA,17773832,UNIVERSITY OF CALIFORNIA HEALTH,INTEGRATED DELIVERY NETWORK (IDN),74,1808,57.52,0,1,1,0.7772972973,0,,0,3,66188573,166552867
CHSP00006660,161350,Stewart Memorial Hospital,1301 West Main,Lake City,IA,51449,1,HSI00001146,Unitypoint Health,West Des Moines,IA,17773949,UNITYPOINT HEALTH,INTEGRATED DELIVERY NETWORK (IDN),23,332,0,0,0,0,0,0,0.0119514557,0,1,36695338,65648383
CHSP00006662,271330,Stillwater Billings Clinic,44 West Fourth Avenue North,Columbus,MT,59019,1,HSI00000114,Billings Clinic,Billings,MT,N/A,N/A,N/A,16,76,0,0,0,0,0,0,0.0454123027,0,3,12867503,18378359
CHSP00006663,370049,Stillwater Medical Center,1323 West Sixth Avenue,Stillwater,OK,74074,1,HSI00001359,Stillwater Medical Center Authority,Stillwater,OK,22326353,STILLWATER MEDICAL CENTER AUTHORITY,INTEGRATED DELIVERY NETWORK (IDN),87,4164,2.18,0,0,0,0.0250574713,0,0.0281021843,0,3,270211649,984731153
CHSP00006665,251303,Memorial Hospital At Stone County,1434 East Central Avenue,Wiggins,MS,39577,1,HSI00000655,Memorial Hospital at Gulfport,Gulfport,MS,18381433,MEMORIAL HOSPITAL AT GULFPORT,INTEGRATED DELIVERY NETWORK (IDN),,,,,,,,,,,,,
CHSP00006666,041310,Stone County Medical Center,2106 East Main Street,Mountain View,AR,72560,1,HSI00001260,White River Health System,Batesville,AR,18209632,WHITE RIVER HEALTH SYSTEM INC,INTEGRATED DELIVERY NETWORK (IDN),25,338,0,0,0,0,0,0,0.0268686721,0,1,19479853,61896669
CHSP00006668,234038,Stonecrest,15000 Gratiot Avenue,Detroit,MI,48205,0,,,,,18175663,ACADIA HEALTHCARE,CORPORATE OWNER,182,4000,0,0,0,0,0,0,,0,5,60003211,150827456
CHSP00006669,510038,Stonewall Jackson Memorial Hospital,230 Hospital Plaza,Weston,WV,26452,1,HSI00000147,CAMC Health System,Charleston,WV,17845024,MON HEALTH SYSTEM,INTEGRATED DELIVERY NETWORK (IDN),49,1150,0,0,0,0,0,0,0.062185772,0,1,47580440,184842913
CHSP00006670,451318,Stonewall Memorial Hospital,821 North Broadway,Aspermont,TX,79502,1,,,,,,,,20,92,0,0,0,0,0,0,0.2314242481,1,3,9077487,10173229
CHSP00006671,330393,Stony Brook University Hospital,101 Nicolls Road,Stony Brook,NY,11794,1,HSI00001038,Stony Brook Medicine,Stony Brook,NY,18294974,STONY BROOK MEDICINE,INTEGRATED DELIVERY NETWORK (IDN),725,37090,616.24,0,1,1,0.8499862069,0,0.0172989001,0,3,2066718577,7307146893
CHSP00006672,170086,Stormont-Vail Regional Health Center,1500 Sw Tenth Avenue,Topeka,KS,66604,1,HSI00001039,Stormont Vail Health,Topeka,KS,17837007,STORMONT VAIL HEALTH,INTEGRATED DELIVERY NETWORK (IDN),442,20014,0,0,0,0,0,0,0.0280072088,0,1,884186805,2887386567
CHSP00006674,161333,Story County Hospital,640 South 19th Street,Nevada,IA,50201,1,HSI00001146,Unitypoint Health,West Des Moines,IA,17773949,UNITYPOINT HEALTH,INTEGRATED DELIVERY NETWORK (IDN),17,65,0,0,0,0,0,0,0.0130017487,0,3,27894984,39168757
CHSP00006675,521343,Stoughton Hospital Association,900 Ridge Street,Stoughton,WI,53589,1,HSI00000902,SSM Health,Saint Louis,MO,17773664,SSM HEALTH,INTEGRATED DELIVERY NETWORK (IDN),20,622,0,0,0,0,0,0,0.0416723917,0,1,64921073,171911992
CHSP00006676,230071,Straith Hospital For Special Surgery,23901 Lahser Road,Southfield,MI,48033,0,,,,,,,,34,282,0,0,0,0,0,0,,0,1,14842729,32161936
CHSP00006678,344028,Strategic Behavioral Health - Raleigh,3200 Waterfield Drive,Garner,NC,27529,0,,,,,N/A,N/A,N/A,,,,,,,,,,,,,
CHSP00006679,344030,Strategic Behavioral Center Leland,2050 Mercantile Drive,Leland,NC,28451,0,,,,,,,,40,986,0,0,0,0,0,0,,0,5,22227732,55691573
CHSP00006680,120022,Straub Clinic & Hospital,888 South King Street,Honolulu,HI,96813,1,HSI00000455,Hawaii Pacific Health,Honolulu,HI,17829267,HAWAII PACIFIC HEALTH,INTEGRATED DELIVERY NETWORK (IDN),159,6620,9.02,0,0,0,0.0567295597,0,0.0085668793,0,1,537524655,1523119685
CHSP00006681,144034,Streamwood,1400 East Irving Park Road,Streamwood,IL,60107,0,HSI00001148,Universal Health Services,Norristown,PA,17774130,UNIVERSAL HEALTH SERVICES INC,INTEGRATED DELIVERY NETWORK (IDN),178,3581,0,0,0,0,0,0,,0,5,58568695,74570386
CHSP00006682,010038,Rmc-Stringfellow Memorial Hospital,301 East 18th Street,Anniston,AL,36207,1,,,,,,,,,,,,,,,,,,,,
CHSP00006683,330285,Strong Memorial Hospital,601 Elmwood Avenue,Rochester,NY,14642,1,HSI00001179,University of Rochester Medical Center,Rochester,NY,17773972,UNIVERSITY OF ROCHESTER MEDICAL CENTER,INTEGRATED DELIVERY NETWORK (IDN),749,35695,755.29,0,1,1,1.0083978638,0,0.0730657947,0,1,3314777837,7552085665
CHSP00006684,371316,Stroud Regional Medical Center,Highway 66 West,Stroud,OK,74079,1,,,,,26333607,ONE CURA HEALTH VENTURES INC,INTEGRATED DELIVERY NETWORK (IDN),25,35,0,0,0,0,0,0,0.1721131057,1,1,42355967,48517480
CHSP00006685,180037,Uofl Health - Mary And Elizabeth Hospital,1850 Bluegrass Avenue,Louisville,KY,40215,1,HSI00001377,UofL Health,Louisville,KY,N/A,N/A,N/A,,,,,,,,,,,,,
CHSP00006686,220008,Sturdy Memorial Hospital,211 Park Street,Attleboro,MA,02703,1,HSI00001041,Sturdy Memorial Hospital,Attleboro,MA,18288831,STURDY MEMORIAL HOSPITAL,INTEGRATED DELIVERY NETWORK (IDN),125,6733,0,0,0,0,0,0,0.0590825779,0,1,232151289,519334666
CHSP00006687,230096,Sturgis Hospital,916 Myrtle Street,Sturgis,MI,49091,1,,,,,N/A,N/A,N/A,,,,,,,,,,,,,
CHSP00006688,431321,Monument Health Sturgis Regional,2140 Junction Avenue,Sturgis,SD,57785,1,HSI00000868,Monument Health,Rapid City,SD,17848010,MONUMENT HEALTH,INTEGRATED DELIVERY NETWORK (IDN),25,465,0,0,0,0,0,0,0.042027565,0,1,39139131,80824970
CHSP00006690,390116,Suburban Community Hospital,2701 Dekalb Pike,East Norriton,PA,19401,1,HSI00000845,Prime Healthcare Services,Ontario,CA,17844310,PRIME HEALTHCARE SERVICES INC,INTEGRATED DELIVERY NETWORK (IDN),111,2057,30.11,0,1,0,0.2712612613,0,0.1459814641,1,1,40648348,238479885
CHSP00006691,210022,Suburban Hospital,8600 Old Georgetown Road,Bethesda,MD,20814,1,HSI00000531,Johns Hopkins Health System,Baltimore,MD,17773320,JOHNS HOPKINS HEALTH SYSTEM,INTEGRATED DELIVERY NETWORK (IDN),226,11538,6.55,0,0,0,0.0289823009,0,,0,1,340253980,405576902
CHSP00006692,151327,Sullivan County Community Hospital,2200 North Section Street,Sullivan,IN,47882,1,,,,,19733092,QUORUM HEALTH CORP,INTEGRATED DELIVERY NETWORK (IDN),25,430,0,0,0,0,0,0,0.1244133238,1,3,48170885,144453594
CHSP00006693,261306,Sullivan County Memorial Hospital,630 West Third Street,Milan,MO,63556,1,,,,,N/A,N/A,N/A,17,100,0,0,0,0,0,0,0.0499898797,0,3,9652976,15738609
CHSP00006694,360019,Summa Health System Barberton,155 5th St Ne,Barberton,OH,44203,1,HSI00001043,Summa Health System,Akron,OH,17773666,SUMMA HEALTH SYSTEM,INTEGRATED DELIVERY NETWORK (IDN),,,,,,,,,,,,,
CHSP00006695,360020,Summa Health System,525 East Market Street,Akron,OH,44304,1,HSI00001043,Summa Health System,Akron,OH,17773666,SUMMA HEALTH SYSTEM,INTEGRATED DELIVERY NETWORK (IDN),560,32907,220.24,0,1,0,0.3932857143,0,0.048306954,0,1,1004687667,5719789690
CHSP00006696,363035,Summa  Rehab Hospital,29 North Adams Street,Akron,OH,44304,0,HSI00001043,Summa Health System,Akron,OH,17773666,SUMMA HEALTH SYSTEM,INTEGRATED DELIVERY NETWORK (IDN),60,1378,0,0,0,0,0,0,,0,5,34775012,91181978
CHSP00006697,360150,Western Reserve Hospital,1900 23rd Street,Cuyahoga Falls,OH,44223,1,,,,,,,,83,3349,38.8,0,1,0,0.4674698795,0,0.0544252131,0,5,145957329,1105778259
CHSP00006698,290041,Summerlin Hospital Medical Center,657 Town Center Drive,Las Vegas,NV,89144,1,HSI00001148,Universal Health Services,Norristown,PA,17774130,UNIVERSAL HEALTH SERVICES INC,INTEGRATED DELIVERY NETWORK (IDN),416,23214,30.33,0,0,0,0.0729086538,0,0.031396376,0,5,443399845,5868042373
CHSP00006699,511310,Summers County Arh,115 Summers Hospital Road,Hinton,WV,25951,1,HSI00000041,Appalachian Regional Healthcare,Lexington,KY,17774074,APPALACHIAN REGIONAL HEALTHCARE INC,INTEGRATED DELIVERY NETWORK (IDN),25,218,0,0,0,0,0,0,0.0171358767,0,1,18280350,55033585
CHSP00006700,511322,Summersville Regional Med Center,400 Fairview Heights Road,Summersville,WV,26651,1,HSI00001251,West Virginia University Health System,Morgantown,WV,17779644,WEST VIRGINIA UNIVERSITY HEALTH SYSTEM INC,INTEGRATED DELIVERY NETWORK (IDN),25,1809,0,0,0,0,0,0,0.0616952019,0,1,57562241,178123486
CHSP00006702,364035,Summit Rph,1101 Summit Road,Cincinnati,OH,45237,0,,,,,,,,291,330,0,0,0,0,0,0,,0,3,,
CHSP00006703,030062,Summit Healthcare,2200 East Show Low Lake Road,Show Low,AZ,85901,1,HSI00001400,Summit Healthcare,Show Low,AZ,23295626,SUMMIT HEALTHCARE,INTEGRATED DELIVERY NETWORK (IDN),89,5167,0,0,0,0,0,0,0.0171023701,0,1,261367382,936480726
CHSP00006704,370225,Summit Medical Center,1800 S Renaissance Boulevard,Edmond,OK,73013,1,,,,,,,,9,409,0,0,0,0,0,0,0.0118435925,0,5,37518689,279076187
CHSP00006706,314001,Summit Oaks Hospital,19 Prospect Street,Summit,NJ,07901,0,HSI00001148,Universal Health Services,Norristown,PA,17774130,UNIVERSAL HEALTH SERVICES INC,INTEGRATED DELIVERY NETWORK (IDN),124,3181,0,0,0,0,0,0,,0,5,31435643,70414180
CHSP00006707,501304,Summit Pacific Medical Center,600 East Main Street,Elma,WA,98541,1,,,,,,,,10,568,0,0,0,0,0,0,0.058152865,0,3,74366961,174597022
CHSP00006709,170198,Summit Surgical  Llc,1818 East 23rd Avenue,Hutchinson,KS,67502,0,,,,,,,,10,517,0,0,0,0,0,0,,0,5,14377127,44964685
CHSP00006710,114004,Summitridge Hospital,250 Scenic Highway,Lawrenceville,GA,30046,0,HSI00001148,Universal Health Services,Norristown,PA,17774130,UNIVERSAL HEALTH SERVICES INC,INTEGRATED DELIVERY NETWORK (IDN),96,4494,0,0,0,0,0,0,,0,5,31856542,84301136
CHSP00006711,171329,Caldwell Regional Medical Center,601 South Osage Street,Caldwell,KS,67022,1,,,,,,,,25,73,0,0,0,0,0,0,0.0584376173,0,3,5513310,6337742
CHSP00006712,440003,Sumner Regional Medical Center,555 Hartsville Pike,Gallatin,TN,37066,1,HSI00000584,Lifepoint Health,Brentwood,TN,17773643,LIFEPOINT HEALTH,INTEGRATED DELIVERY NETWORK (IDN),138,6478,0,0,0,0,0,0,0.0707600939,0,5,161935604,1042629975
CHSP00006715,104078,Suncoast Behavioral Health Center,4480 51st Street West,Bradenton,FL,34210,0,HSI00001148,Universal Health Services,Norristown,PA,17774130,UNIVERSAL HEALTH SERVICES INC,INTEGRATED DELIVERY NETWORK (IDN),40,901,0,0,0,0,0,0,,0,5,12922478,24175944
CHSP00006718,501330,Astria Sunnyside Hospital,1016 Tacoma Avenue,Sunnyside,WA,98944,1,HSI00001281,Astria Health System,Sunnyside,WA,22251426,ASTRIA HEALTH SYSTEM,INTEGRATED DELIVERY NETWORK (IDN),25,1270,0,0,0,0,0,0,0.0014986547,0,1,117514443,313013346
CHSP00006719,330406,Sunnyview Hospital And Rehabilitatio,1270 Belmont Avenue,Schenectady,NY,12308,0,HSI00001106,Trinity Health,Livonia,MI,17818070,TRINITY HEALTH,INTEGRATED DELIVERY NETWORK (IDN),17,373,0,0,0,0,0,0,,0,1,56626555,128078863
CHSP00006720,454093,Sunrise Canyon Hospital,1950 Aspen Ave,Lubbock,TX,79404,0,,,,,,,,30,753,0,0,0,0,0,0,,0,3,2702678,3171376
CHSP00006722,290003,Sunrise Hospital And Medical Center,3186 South Maryland Parkway,Las Vegas,NV,89109,1,HSI00000492,HCA Healthcare,Nashville,TN,17773631,HCA HEALTHCARE INC,INTEGRATED DELIVERY NETWORK (IDN),748,38514,58.51,0,0,0,0.0782219251,1,0.0924340948,0,5,839285642,10791320848
CHSP00006725,450831,Vista Medical Center Hospital,4301b Vista Road,Pasadena,TX,77504,1,,,,,,,,37,55,0,0,0,0,0,0,0.0476776755,0,5,17783675,91643605
CHSP00006726,370201,Surgical Hospital Of Oklahoma,100 Se 59th Street,Oklahoma City,OK,73129,0,,,,,19561034,UNITEDHEALTH GROUP,CORPORATE OWNER,12,333,3.92,0,1,0,0.3266666667,0,,0,5,31209829,171157491
CHSP00006727,390316,Surgical Institute Of Reading,2752 Century Boulevard,Wyomissing,PA,19610,0,HSI00001066,Tenet Healthcare,Dallas,TX,17774121,TENET HEALTHCARE,INTEGRATED DELIVERY NETWORK (IDN),15,330,0,0,0,0,0,0,,0,5,58508292,208272306
CHSP00006728,390321,Lehigh Valley Health Network At Coordinated Health,1503 North Cedar Crest Boulevard,Allentown,PA,18104,0,HSI00000577,Lehigh Valley Health Network,Allentown,PA,17847553,LEHIGH VALLEY HEALTH NETWORK,INTEGRATED DELIVERY NETWORK (IDN),,,,,,,,,,,,,
CHSP00006729,190251,Surgical Specialty Center Baton Roug,8080 Bluebonnet Boulevard,Baton Rouge,LA,70810,0,,,,,,,,16,360,0,0,0,0,0,0,,0,5,51872620,142611371
CHSP00006730,051308,Surprise Valley Health Care District,741 North Main Street,Cedarville,CA,96104,1,,,,,N/A,N/A,N/A,4,14,0,0,0,0,0,0,0.0064308996,0,3,8043317,9558035
CHSP00006731,170017,Susan B. Allen Memorial Hospital,720 West Central Avenue,El Dorado,KS,67042,1,,,,,,,,20,1018,0,0,0,0,0,0,0.090687297,0,1,32568819,92737219
CHSP00006733,050014,Sutter Amador Hospital,200 Mission Boulevard,Jackson,CA,95642,1,HSI00001050,Sutter Health,Sacramento,CA,17774118,SUTTER HEALTH,INTEGRATED DELIVERY NETWORK (IDN),52,2335,1.9,0,0,0,0.0365384615,0,0.0209804849,0,1,106099441,384676763
CHSP00006734,050498,Sutter Auburn Faith Hospital,11815 Education Street,Auburn,CA,95602,1,HSI00001050,Sutter Health,Sacramento,CA,17774118,SUTTER HEALTH,INTEGRATED DELIVERY NETWORK (IDN),64,3385,0,0,0,0,0,0,0.0673136063,0,1,173921879,697478071
CHSP00006735,054096,Sutter Center For Psychiatry,7700 Folsom Boulevard,Sacramento,CA,95826,0,HSI00001050,Sutter Health,Sacramento,CA,17774118,SUTTER HEALTH,INTEGRATED DELIVERY NETWORK (IDN),73,2679,0,0,0,0,0,0,,0,1,39257787,77986998
CHSP00006736,050417,Sutter Coast Hospital,800 East Washington Boulevard,Crescent City,CA,95531,1,HSI00001050,Sutter Health,Sacramento,CA,17774118,SUTTER HEALTH,INTEGRATED DELIVERY NETWORK (IDN),39,2031,0,0,0,0,0,0,0.045225476,0,1,107955637,360648633
CHSP00006737,050537,Sutter Davis Hospital,2000 Sutter Place,Davis,CA,95616,1,HSI00001050,Sutter Health,Sacramento,CA,17774118,SUTTER HEALTH,INTEGRATED DELIVERY NETWORK (IDN),57,4032,3.69,0,0,0,0.0647368421,0,0.0899055234,0,1,188718411,625384424
CHSP00006738,050523,Sutter Delta Medical Center,3901 Lone Tree Way,Antioch,CA,94509,1,HSI00001050,Sutter Health,Sacramento,CA,17774118,SUTTER HEALTH,INTEGRATED DELIVERY NETWORK (IDN),119,5414,0,0,0,0,0,1,0.1535626371,1,1,216226207,997039721
CHSP00006739,051329,Sutter Lakeside Hospital,5176 Hill Road East,Lakeport,CA,95453,1,HSI00001050,Sutter Health,Sacramento,CA,17774118,SUTTER HEALTH,INTEGRATED DELIVERY NETWORK (IDN),25,1509,0,0,0,0,0,0,0.0555800221,0,1,108116460,348787632
CHSP00006740,050714,Sutter Maternity & Surgery Center,2900 Chanticleer Avenue,Santa Cruz,CA,95065,1,HSI00001050,Sutter Health,Sacramento,CA,17774118,SUTTER HEALTH,INTEGRATED DELIVERY NETWORK (IDN),28,826,0,0,0,0,0,0,0.0649467272,0,1,90851175,260820352
CHSP00006742,050108,Sutter Medical Center - Sacramento,2801 'l' Street,Sacramento,CA,95816,1,HSI00001050,Sutter Health,Sacramento,CA,17774118,SUTTER HEALTH,INTEGRATED DELIVERY NETWORK (IDN),523,28297,25.47,0,0,0,0.0486998088,1,0.0813855844,0,1,1359080045,4456607760
CHSP00006744,050309,Sutter Roseville Medical Center,1 Medical Plaza Drive,Roseville,CA,95661,1,HSI00001050,Sutter Health,Sacramento,CA,17774118,SUTTER HEALTH,INTEGRATED DELIVERY NETWORK (IDN),318,24006,11.63,0,0,0,0.036572327,0,0.0568321533,0,1,1069960048,3646608156
CHSP00006745,050291,Sutter Santa Rosa Regional Hospital,30 Mark West Springs Road,Santa Rosa,CA,95403,1,HSI00001050,Sutter Health,Sacramento,CA,17774118,SUTTER HEALTH,INTEGRATED DELIVERY NETWORK (IDN),124,8240,34.16,0,1,0,0.275483871,0,0.0563991527,0,1,442458393,1415944804
