facility_id,facility_name,city,state,zip_code,facility_type,ownership,facility_name_normalized,health_system,msp_gatekeeper,vms_software,msp_exclusive,ehr_system,radius_rule_miles,msp_notes,data_source,confidence,ccn,hos_beds,hos_dsch,corp_parent_name,hos_net_revenue,hos_ucburden
370218,"SAINT FRANCIS HOSPITAL SOUTH, LLC",TULSA,OK,74133,Acute Care Hospitals,Voluntary non-profit - Private,saint francis hospital south llc,Saint Francis Health System,,,,,,,cms_gov,high,370218,104.0,6593.0,SAINT FRANCIS HEALTH SYSTEM,198306487.0,0.0556722183
370220,ONECORE HEALTH,OKLAHOMA CITY,OK,73114,Acute Care Hospitals,Voluntary non-profit - Other,onecore health,,,,,,,,cms_gov,high,370220,7.0,313.0,ONECORE HEALTH,29510776.0,
370222,MCBRIDE ORTHOPEDIC HOSPITAL,OKLAHOMA CITY,OK,73114,Acute Care Hospitals,Physician,mcbride orthopedic hospital,,,,,,,,cms_gov,high,370222,68.0,1571.0,MCBRIDE ORTHOPEDIC HOSPITAL,172285474.0,
370225,"SUMMIT MEDICAL CENTER, LLC",EDMOND,OK,73034,Acute Care Hospitals,Physician,summit medical center llc,,,,,,,,cms_gov,high,370225,9.0,409.0,,37518689.0,0.0118435925
370227,ST JOHN OWASSO,OWASSO,OK,74055,Acute Care Hospitals,Voluntary non-profit - Private,st john owasso,Ascension,Ascension Travel Program,Internal,True,Epic,,,cms_gov,high,370227,54.0,1352.0,ASCENSION,38455313.0,0.1028139111
370228,"BAILEY MEDICAL CENTER, LLC",OWASSO,OK,74055,Acute Care Hospitals,Proprietary,bailey medical center llc,Ardent Health Services,,,,,,,cms_gov,high,370228,33.0,2263.0,ARDENT HEALTH SERVICES,60118136.0,0.0239668153
370234,"OKLAHOMA HEART HOSPITAL SOUTH, LLC",OKLAHOMA CITY,OK,73135,Acute Care Hospitals,Physician,oklahoma heart hospital south llc,Mercy,Trusted Health / Flex Team,App-Based,False,Epic,,,cms_gov,high,370234,43.0,4139.0,MERCY,166295020.0,
370235,ASCENSION ST JOHN BROKEN ARROW,BROKEN ARROW,OK,74012,Acute Care Hospitals,Voluntary non-profit - Private,ascension st john broken arrow,Ascension,Ascension Travel Program,Internal,True,Epic,,,cms_gov,high,370235,62.0,1385.0,ASCENSION,65270321.0,0.1056549446
370236,INTEGRIS HEALTH EDMOND HOSPITAL,EDMOND,OK,73034,Acute Care Hospitals,Voluntary non-profit - Private,integris health edmond hospital,Integris Health,,,,,,,cms_gov,high,370236,77.0,3612.0,INTEGRIS HEALTH,119369649.0,0.0561515758
370237,"SAINT FRANCIS HOSPITAL VINITA, INC",VINITA,OK,74301,Acute Care Hospitals,Voluntary non-profit - Private,saint francis hospital vinita inc,Saint Francis Health System,,,,,,,cms_gov,high,370237,35.0,916.0,SAINT FRANCIS HEALTH SYSTEM,25931413.0,0.0681061413
370240,INTEGRIS COMMUNITY HOSPITAL - COUNCIL CROSSING,OKLAHOMA CITY,OK,73162,Acute Care Hospitals,Proprietary,integris community hospital council crossing,Integris Health,,,,,,,cms_gov,high,370240,32.0,415.0,INTEGRIS HEALTH,30344410.0,0.0091759369
370243,VALLEY COMMUNITY HOSPITAL,PAULS VALLEY,OK,73075,Acute Care Hospitals,Proprietary,valley community hospital,,,,,,,,cms_gov,high,370243,43.0,477.0,VALLEY COMMUNITY HOSPITAL,9497661.0,0.0626772751
370244,COUNCIL OAK COMPREHENSIVE HEALTHCARE,TULSA,OK,74133,Acute Care Hospitals,Tribal,council oak comprehensive healthcare,HCA Healthcare,HealthTrust,Internal,True,Epic,50.0,,cms_gov,high,370244,,,INDIAN HEALTH SERVICE,,
371300,ATOKA COUNTY MEDICAL CENTER,ATOKA,OK,74525,Critical Access Hospitals,Government - Local,atoka county medical center,,,,,Meditech / Cerner CommunityWorks,,,cms_gov,high,371300,25.0,244.0,,11361499.0,0.177292107
371301,PRAGUE REGIONAL MEMORIAL HOSPITAL,PRAGUE,OK,74864,Critical Access Hospitals,Government - Local,prague regional memorial hospital,,,,,Meditech / Cerner CommunityWorks,,,cms_gov,high,371301,25.0,31.0,COHESIVE HEALTHCARE MANAGEMENT CONSULTANTS,15813597.0,0.1142313119
371302,"MERCY HOSPITAL WATONGA, INC",WATONGA,OK,73772,Critical Access Hospitals,Proprietary,mercy hospital watonga inc,Mercy,Trusted Health / Flex Team,App-Based,False,Epic,,,cms_gov,high,371302,25.0,170.0,MERCY,8184675.0,0.1223242765
371303,ROGER MILLS MEMORIAL HOSPITAL,CHEYENNE,OK,73628,Critical Access Hospitals,Voluntary non-profit - Private,roger mills memorial hospital,,,,,Meditech / Cerner CommunityWorks,,,cms_gov,high,371303,15.0,230.0,,7308561.0,0.0497877072
371304,MERCY HOSPITAL TISHOMINGO INC,TISHOMINGO,OK,73460,Critical Access Hospitals,Voluntary non-profit - Church,mercy hospital tishomingo inc,Mercy,Trusted Health / Flex Team,App-Based,False,Epic,,,cms_gov,high,371304,25.0,213.0,MERCY,9254672.0,0.066100438
371305,ASCENSION ST JOHN NOWATA,NOWATA,OK,74048,Critical Access Hospitals,Voluntary non-profit - Private,ascension st john nowata,Ascension,Ascension Travel Program,Internal,True,Epic,,,cms_gov,high,371305,25.0,110.0,ASCENSION,4824343.0,0.1812765591
371306,MERCY HOSPITAL MARIETTA,MARIETTA,OK,73448,Critical Access Hospitals,Government - Local,mercy hospital marietta,Mercy,Trusted Health / Flex Team,App-Based,False,Epic,,,cms_gov,high,371306,25.0,72.0,MERCY,11439110.0,0.1280495705
371307,CIMARRON MEMORIAL HOSPITAL,BOISE CITY,OK,73933,Critical Access Hospitals,Government - Hospital District or Authority,cimarron memorial hospital,,,,,Meditech / Cerner CommunityWorks,,,cms_gov,high,371307,25.0,146.0,,3440627.0,0.0289079447
371309,"PAWHUSKA HOSPITAL, INC",PAWHUSKA,OK,74056,Critical Access Hospitals,Voluntary non-profit - Private,pawhuska hospital inc,,,,,Meditech / Cerner CommunityWorks,,,cms_gov,high,371309,25.0,125.0,COHESIVE HEALTHCARE MANAGEMENT CONSULTANTS,17727857.0,0.0485838156
371310,"MERCY HOSPITAL HEALDTON, INC.",HEALDTON,OK,73438,Critical Access Hospitals,Voluntary non-profit - Private,mercy hospital healdton inc,Mercy,Trusted Health / Flex Team,App-Based,False,Epic,,,cms_gov,high,371310,25.0,212.0,MERCY,8133702.0,0.1079737948
371311,JEFFERSON COUNTY HOSPITAL,WAURIKA,OK,73573,Critical Access Hospitals,Voluntary non-profit - Private,jefferson county hospital,,,,,Meditech / Cerner CommunityWorks,,,cms_gov,high,371311,25.0,23.0,DUNCAN REGIONAL HOSPITAL INC,41056730.0,0.0533528507
371312,ASCENSION ST JOHN SAPULPA,SAPULPA,OK,74066,Critical Access Hospitals,Voluntary non-profit - Private,ascension st john sapulpa,Ascension,Ascension Travel Program,Internal,True,Epic,,,cms_gov,high,371312,25.0,326.0,ASCENSION,24907027.0,0.1233198456
371313,"MERCY HOSPITAL KINGFISHER, INC",KINGFISHER,OK,73750,Critical Access Hospitals,Voluntary non-profit - Private,mercy hospital kingfisher inc,Mercy,Trusted Health / Flex Team,App-Based,False,Epic,,,cms_gov,high,371313,25.0,332.0,MERCY,14483803.0,0.0998759236
371314,THE PHYSICIANS' HOSPITAL IN ANADARKO,ANADARKO,OK,73005,Critical Access Hospitals,Proprietary,the physicians hospital in anadarko,,,,,Meditech / Cerner CommunityWorks,,,cms_gov,high,371314,25.0,146.0,QUORUM HEALTH CORP,50123557.0,0.1768363414
371316,RURAL WELLNESS STROUD HOSPITAL,STROUD,OK,74079,Critical Access Hospitals,Proprietary,rural wellness stroud hospital,,,,,Meditech / Cerner CommunityWorks,,,cms_gov,high,371316,25.0,35.0,ONE CURA HEALTH VENTURES INC,42355967.0,0.1721131057
371317,MERCY HOSPITAL LOGAN COUNTY,GUTHRIE,OK,73044,Critical Access Hospitals,Voluntary non-profit - Private,mercy hospital logan county,Mercy,Trusted Health / Flex Team,App-Based,False,Epic,,,cms_gov,high,371317,25.0,475.0,MERCY,22182570.0,0.0720023709
371318,RURAL WELLNESS FAIRFAX HOSPITAL,FAIRFAX,OK,74637,Critical Access Hospitals,Proprietary,rural wellness fairfax hospital,Quorum Health Corporation,,,,Meditech / Cerner CommunityWorks,,,cms_gov,high,371318,25.0,92.0,QUORUM HEALTH CORP,26365669.0,0.1933495875
371319,"COAL COUNTY GENERAL HOSPITAL, INC.",COALGATE,OK,74538,Critical Access Hospitals,Voluntary non-profit - Private,coal county general hospital inc,,,,,Meditech / Cerner CommunityWorks,,,cms_gov,high,371319,20.0,277.0,,5472565.0,
371320,CLEVELAND AREA HOSPITAL,CLEVELAND,OK,74020,Critical Access Hospitals,Government - Hospital District or Authority,cleveland area hospital,,,,,Meditech / Cerner CommunityWorks,,,cms_gov,high,371320,14.0,39.0,,20001777.0,0.1269564365
371321,HOLDENVILLE GENERAL HOSPITAL,HOLDENVILLE,OK,74848,Critical Access Hospitals,Government - Hospital District or Authority,holdenville general hospital,,,,,Meditech / Cerner CommunityWorks,,,cms_gov,high,371321,25.0,251.0,,15089087.0,0.059561731
371322,BEAVER COUNTY MEMORIAL HOSPITAL,BEAVER,OK,73932,Critical Access Hospitals,Government - Hospital District or Authority,beaver county memorial hospital,,,,,Meditech / Cerner CommunityWorks,,,cms_gov,high,371322,24.0,64.0,BEAVER COUNTY HOSPITAL AUTHORITY,3856288.0,0.0312079014
371323,"WEATHERFORD REGIONAL HOSPITAL, INC OF WEATHERFORD",WEATHERFORD,OK,73096,Critical Access Hospitals,Government - Hospital District or Authority,weatherford regional hospital inc of weatherford,SSM Health,,,,Meditech / Cerner CommunityWorks,,,cms_gov,high,371323,25.0,562.0,SSM HEALTH,24807029.0,0.0418597514
371325,CORDELL MEMORIAL HOSPITAL,CORDELL,OK,73632,Critical Access Hospitals,Government - Hospital District or Authority,cordell memorial hospital,SSM Health,,,,Meditech / Cerner CommunityWorks,,,cms_gov,high,371325,14.0,139.0,SSM HEALTH,5893481.0,0.0207342696
371326,ALLIANCEHEALTH MADILL,MADILL,OK,73446,Critical Access Hospitals,Voluntary non-profit - Other,alliancehealth madill,CHS,HealthTrust,Unknown,True,Cerner,50.0,,cms_gov,high,371326,25.0,121.0,COMMUNITY HEALTH SYSTEMS INC,16850194.0,0.0984073727
371327,OKEENE MUNICIPAL HOSPITAL,OKEENE,OK,73763,Critical Access Hospitals,Government - Local,okeene municipal hospital,SSM Health,,,,Meditech / Cerner CommunityWorks,,,cms_gov,high,371327,17.0,54.0,SSM HEALTH,6875124.0,0.0980259131
371328,ARBUCKLE MEMORIAL HOSPITAL,SULPHUR,OK,73086,Critical Access Hospitals,Government - Local,arbuckle memorial hospital,Mercy,Trusted Health / Flex Team,App-Based,False,Epic,,,cms_gov,high,371328,25.0,347.0,MERCY,21787814.0,0.1396007596
371329,FAIRVIEW REGIONAL MEDICAL CENTER AUTHORITY,FAIRVIEW,OK,73737,Critical Access Hospitals,Government - Hospital District or Authority,fairview regional medical center authority,M Health Fairview,AMN Healthcare,ShiftWise,True,Epic,,WARNING: AMN owns both the contract and the software (ShiftWise). Outside agencies face a sub-vendor penalty unless the role is hard-to-fill (where penalties may be waived to speed up hiring).,cms_gov,high,371329,25.0,107.0,,6979062.0,0.0827617873
371330,MANGUM REGIONAL MEDICAL CENTER,MANGUM,OK,73554,Critical Access Hospitals,Government - Hospital District or Authority,mangum regional medical center,,,,,Meditech / Cerner CommunityWorks,,,cms_gov,high,371330,18.0,183.0,COHESIVE HEALTHCARE MANAGEMENT CONSULTANTS,15929460.0,0.193954314
371331,DRUMRIGHT REGIONAL HOSPITAL,DRUMRIGHT,OK,74030,Critical Access Hospitals,Government - Local,drumright regional hospital,,,,,Meditech / Cerner CommunityWorks,,,cms_gov,high,371331,15.0,169.0,,11086747.0,0.7716045855
371332,SEILING MUNICIPAL HOSPITAL,SEILING,OK,73663,Critical Access Hospitals,Government - Hospital District or Authority,seiling municipal hospital,,,,,Meditech / Cerner CommunityWorks,,,cms_gov,high,371332,18.0,86.0,COHESIVE HEALTHCARE MANAGEMENT CONSULTANTS,11446343.0,0.0251227019
371333,CREEK NATION COMMUNITY HOSPITAL,OKEMAH,OK,74859,Critical Access Hospitals,Tribal,creek nation community hospital,,,,,Meditech / Cerner CommunityWorks,,,cms_gov,high,371333,25.0,227.0,INDIAN HEALTH SERVICE,46499324.0,0.0351266017
371334,CARNEGIE TRI-COUNTY MUNICIPAL HOSPITAL,CARNEGIE,OK,73015,Critical Access Hospitals,Government - Hospital District or Authority,carnegie tricounty municipal hospital,,,,,Meditech / Cerner CommunityWorks,,,cms_gov,high,371334,17.0,186.0,COHESIVE HEALTHCARE MANAGEMENT CONSULTANTS,18228675.0,0.0409237633
371335,"HASKELL REGIONAL HOSPITAL, INC",STIGLER,OK,74462,Critical Access Hospitals,Voluntary non-profit - Private,haskell regional hospital inc,,,,,Meditech / Cerner CommunityWorks,,,cms_gov,high,371335,25.0,50.0,,15577983.0,0.2687242087
371336,NEWMAN MEMORIAL HOSPITAL,SHATTUCK,OK,73858,Critical Access Hospitals,Government - Hospital District or Authority,newman memorial hospital,,,,,Meditech / Cerner CommunityWorks,,,cms_gov,high,371336,25.0,116.0,,12351456.0,0.0869060238
371337,EASTERN OKLAHOMA MEDICAL CENTER,POTEAU,OK,74953,Critical Access Hospitals,Government - Local,eastern oklahoma medical center,,,,,Meditech / Cerner CommunityWorks,,,cms_gov,high,371337,25.0,526.0,EASTERN OKLAHOMA MEDICAL CENTER,20725724.0,0.1261073189
371338,HARMON MEMORIAL HOSPITAL,HOLLIS,OK,73550,Critical Access Hospitals,Voluntary non-profit - Other,harmon memorial hospital,,,,,Meditech / Cerner CommunityWorks,,,cms_gov,high,371338,22.0,125.0,,6331748.0,0.2048836814
371340,MEMORIAL HOSPITAL OF TEXAS COUNTY AUTHORITY,GUYMON,OK,73942,Critical Access Hospitals,Government - Hospital District or Authority,memorial hospital of texas county authority,,,,,Meditech / Cerner CommunityWorks,,,cms_gov,high,371340,6.0,217.0,,10537314.0,0.1098684732
371341,SHARE MEDICAL CENTER,ALVA,OK,73717,Critical Access Hospitals,Government - Hospital District or Authority,share medical center,SSM Health,,,,Meditech / Cerner CommunityWorks,,,cms_gov,high,371341,25.0,205.0,SSM HEALTH,9377281.0,0.1120802762
371342,MCCURTAIN MEMORIAL HOSPITAL,IDABEL,OK,74745,Critical Access Hospitals,Voluntary non-profit - Private,mccurtain memorial hospital,,,,,Meditech / Cerner CommunityWorks,,,cms_gov,high,371342,25.0,1050.0,,19243796.0,0.16432686
373300,J D MCCARTY CENTER FOR CHILDREN,NORMAN,OK,73071,Childrens,Government - State,j d mccarty center for children,,,,,,,,cms_gov,high,373300,,,,,
373303,"THE CHILDREN'S CENTER, INC",BETHANY,OK,73008,Childrens,Voluntary non-profit - Private,the childrens center inc,,,,,,,,cms_gov,high,373303,,,,,
374000,GRIFFIN MEMORIAL HOSPITAL,NORMAN,OK,73070,Psychiatric,Government - State,griffin memorial hospital,,,,,,,,cms_gov,high,374000,120.0,1438.0,,7176986.0,
374001,NORTHWEST CENTER FOR BEHAVIORAL HEALTH (NCBH),FORT SUPPLY,OK,73841,Psychiatric,Government - State,northwest center for behavioral health ncbh,,,,,,,,cms_gov,high,374001,24.0,482.0,,3572327.0,
374006,CARL ALBERT COMMUNITY MENTAL HEALTH CENTER,MCALESTER,OK,74501,Psychiatric,Government - State,carl albert community mental health center,,,,,,,,cms_gov,high,374006,16.0,308.0,,4156108.0,
374008,JIM TALIAFERRO COMM MENTAL HEALTH CTR,LAWTON,OK,73505,Psychiatric,Government - State,jim taliaferro comm mental health ctr,,,,,,,,cms_gov,high,374008,14.0,364.0,,4498760.0,
374012,"BROOKHAVEN HOSPITAL, LLC",TULSA,OK,74128,Psychiatric,Proprietary,brookhaven hospital llc,,,,,,,,cms_gov,high,374012,,,,,
374016,"ROLLING HILLS HOSPITAL, LLC",ADA,OK,74820,Psychiatric,Proprietary,rolling hills hospital llc,,,,,,,,cms_gov,high,374016,60.0,945.0,ACADIA HEALTHCARE,26519112.0,
374020,"LAUREATE PSYCHIATRIC CLINIC AND HOSPITAL, INC",TULSA,OK,74136,Psychiatric,Voluntary non-profit - Private,laureate psychiatric clinic and hospital inc,Saint Francis Health System,,,,,,,cms_gov,high,374020,90.0,3087.0,SAINT FRANCIS HEALTH SYSTEM,46730963.0,
374021,"PARKSIDE, INC",TULSA,OK,74120,Psychiatric,Voluntary non-profit - Private,parkside inc,,,,,,,,cms_gov,high,374021,120.0,3210.0,PARKSIDE PSYCHIATRIC HOSPITAL AND CLINIC,15828959.0,
374023,CEDAR RIDGE BEHAVIORAL HOSPITAL,OKLAHOMA CITY,OK,73141,Psychiatric,Proprietary,cedar ridge behavioral hospital,Universal Health Services,,,,,,,cms_gov,high,374023,116.0,4806.0,UNIVERSAL HEALTH SERVICES INC,39528293.0,
374025,"OAKWOOD SPRINGS, LLC",OKLAHOMA CITY,OK,73114,Psychiatric,Proprietary,oakwood springs llc,,,,,,,,cms_gov,high,374025,72.0,2903.0,SPRINGSTONE INC,22689111.0,
374026,TULSA CENTER FOR BEHAVIORAL HEALTH,TULSA,OK,74114,Psychiatric,Government - State,tulsa center for behavioral health,,,,,,,,cms_gov,high,374026,56.0,1478.0,,2032708.0,
380001,MID-COLUMBIA MEDICAL CENTER,THE DALLES,OR,97058,Acute Care Hospitals,Voluntary non-profit - Other,midcolumbia medical center,Adventist Health,,,,,,,cms_gov,high,380001,49.0,1693.0,ADVENTIST HEALTH,107993598.0,0.1175562642
380002,ASANTE THREE RIVERS MEDICAL CENTER,GRANTS PASS,OR,97527,Acute Care Hospitals,Voluntary non-profit - Other,asante three rivers medical center,Asante Health System,,,,,,,cms_gov,high,380002,126.0,8090.0,ASANTE HEALTH SYSTEM,276433061.0,0.0862552575
380004,PROVIDENCE ST VINCENT MEDICAL CENTER,PORTLAND,OR,97225,Acute Care Hospitals,Voluntary non-profit - Private,providence st vincent medical center,Providence,Aya Healthcare,LotusOne,True,Epic,50.0,WARNING: Aya owns both the contract and the software (LotusOne). Outside agencies face a sub-vendor penalty unless the role is hard-to-fill (where penalties may be waived to speed up hiring).,cms_gov,high,380004,510.0,23826.0,PROVIDENCE,1086392748.0,0.0706000079
380005,ASANTE ASHLAND COMMUNITY HOSPITAL,ASHLAND,OR,97520,Acute Care Hospitals,Government - Local,asante ashland community hospital,Asante Health System,,,,,,,cms_gov,high,380005,41.0,1527.0,ASANTE HEALTH SYSTEM,66320812.0,0.0117371358
380007,LEGACY EMANUEL MEDICAL CENTER,PORTLAND,OR,97227,Acute Care Hospitals,Voluntary non-profit - Private,legacy emanuel medical center,Legacy Health,,,,,,,cms_gov,high,380007,388.0,51217.0,LEGACY HEALTH,983167613.0,0.1559070348
380009,OHSU HOSPITAL AND CLINICS,PORTLAND,OR,97239,Acute Care Hospitals,Voluntary non-profit - Other,ohsu hospital and clinics,Oregon Health and Science University,,,,,,,cms_gov,high,380009,549.0,27459.0,OREGON HEALTH AND SCIENCE UNIVERSITY,2570683962.0,0.0341890946
380014,GOOD SAMARITAN REGIONAL MEDICAL CENTER,CORVALLIS,OR,97339,Acute Care Hospitals,Voluntary non-profit - Private,good samaritan regional medical center,Samaritan Health Services,,,,,,,cms_gov,high,380014,169.0,8282.0,SAMARITAN HEALTH SERVICES,499481739.0,0.0238110607
380017,LEGACY GOOD SAMARITAN MEDICAL CENTER,PORTLAND,OR,97210,Acute Care Hospitals,Voluntary non-profit - Private,legacy good samaritan medical center,Legacy Health,,,,,,,cms_gov,high,380017,177.0,7617.0,LEGACY HEALTH,414981835.0,0.1478467758
380018,ASANTE ROGUE REGIONAL MEDICAL CENTER,MEDFORD,OR,97504,Acute Care Hospitals,Voluntary non-profit - Private,asante rogue regional medical center,Asante Health System,,,,,,,cms_gov,high,380018,322.0,21968.0,ASANTE HEALTH SYSTEM,769137287.0,0.0775377179
380020,MCKENZIE-WILLAMETTE MEDICAL CENTER,SPRINGFIELD,OR,97477,Acute Care Hospitals,Voluntary non-profit - Private,mckenziewillamette medical center,Quorum Health Corporation,,,,,,,cms_gov,high,380020,113.0,7506.0,QUORUM HEALTH CORP,247678894.0,0.0220748775
380021,HILLSBORO MEDICAL CENTER,HILLSBORO,OR,97123,Acute Care Hospitals,Voluntary non-profit - Private,hillsboro medical center,Oregon Health and Science University,,,,,,,cms_gov,high,380021,113.0,5685.0,OREGON HEALTH AND SCIENCE UNIVERSITY,268533118.0,0.0349923629
380022,SAMARITAN ALBANY GENERAL HOSPITAL,ALBANY,OR,97321,Acute Care Hospitals,Voluntary non-profit - Church,samaritan albany general hospital,Samaritan Health Services,,,,,,,cms_gov,high,380022,67.0,2451.0,SAMARITAN HEALTH SERVICES,231250758.0,0.0508422592
380025,LEGACY MOUNT HOOD MEDICAL CENTER,GRESHAM,OR,97030,Acute Care Hospitals,Voluntary non-profit - Private,legacy mount hood medical center,Legacy Health,,,,,,,cms_gov,high,380025,99.0,5213.0,LEGACY HEALTH,197228081.0,0.215854702
380027,MERCY MEDICAL CENTER,ROSEBURG,OR,97471,Acute Care Hospitals,Government - Hospital District or Authority,mercy medical center,CommonSpirit,Internal Travel Program,Internal,True,Epic,50.0,"INTERNAL: Facility prioritizes direct W-2 travelers. Agencies are back-up only, often used for hard-to-fill roles.",cms_gov,high,380027,130.0,6927.0,COMMONSPIRIT HEALTH,247098732.0,0.0684123901
380029,LEGACY SILVERTON MEDICAL CENTER,SILVERTON,OR,97381,Acute Care Hospitals,Voluntary non-profit - Private,legacy silverton medical center,Legacy Health,,,,,,,cms_gov,high,380029,29.0,2233.0,LEGACY HEALTH,118357947.0,0.1142572812
380037,PROVIDENCE NEWBERG MEDICAL CENTER,NEWBERG,OR,97132,Acute Care Hospitals,Voluntary non-profit - Church,providence newberg medical center,Providence,Aya Healthcare,LotusOne,True,Epic,50.0,WARNING: Aya owns both the contract and the software (LotusOne). Outside agencies face a sub-vendor penalty unless the role is hard-to-fill (where penalties may be waived to speed up hiring).,cms_gov,high,380037,40.0,3076.0,PROVIDENCE,165882183.0,0.0637404915
380038,PROVIDENCE WILLAMETTE FALLS MEDICAL CENTER,OREGON CITY,OR,97045,Acute Care Hospitals,Voluntary non-profit - Private,providence willamette falls medical center,Providence,Aya Healthcare,LotusOne,True,Epic,50.0,WARNING: Aya owns both the contract and the software (LotusOne). Outside agencies face a sub-vendor penalty unless the role is hard-to-fill (where penalties may be waived to speed up hiring).,cms_gov,high,380038,101.0,4698.0,PROVIDENCE,190578887.0,0.0728920915
38003F,PORTLAND VA MEDICAL CENTER,PORTLAND,OR,97239,Acute Care - Veterans Administration,Veterans Health Administration,portland va medical center,,,,,,,,cms_gov,high,38003F,,,VETERANS HEALTH ADMINISTRATION,,
380047,ST CHARLES MEDICAL CENTER - BEND,BEND,OR,97701,Acute Care Hospitals,Voluntary non-profit - Private,st charles medical center bend,Saint Charles Health System,,,,,,,cms_gov,high,380047,300.0,18469.0,SAINT CHARLES HEALTH SYSTEM,731500544.0,0.0182584787
38004F,VA ROSEBURG HEALTHCARE SYSTEM,ROSEBURG,OR,97471,Acute Care - Veterans Administration,Veterans Health Administration,va roseburg healthcare system,HCA Healthcare,HealthTrust,Internal,True,Epic,50.0,,cms_gov,high,38004F,,,VETERANS HEALTH ADMINISTRATION,,
380050,SKY LAKES MEDICAL CENTER,KLAMATH FALLS,OR,97601,Acute Care Hospitals,Voluntary non-profit - Private,sky lakes medical center,Sky Lakes Medical Center,,,,,,,cms_gov,high,380050,90.0,5391.0,SKY LAKES MEDICAL CENTER,288377272.0,0.0197607205
380051,SALEM HOSPITAL,SALEM,OR,97301,Acute Care Hospitals,Voluntary non-profit - Other,salem hospital,Salem Health Hospitals and Clinics,,,,,,,cms_gov,high,380051,520.0,19698.0,SALEM HEALTH HOSPITALS AND CLINICS,842803169.0,0.0472925404
380052,SAINT ALPHONSUS MEDICAL CENTER ONTARIO,ONTARIO,OR,97914,Acute Care Hospitals,Voluntary non-profit - Church,saint alphonsus medical center ontario,Trinity Health,FirstChoice (Internal) / AMN,ShiftWise Flex,False,Epic,,"INTERNAL: Facility prioritizes direct W-2 travelers. Agencies are back-up only, often used for hard-to-fill roles.",cms_gov,high,380052,35.0,1679.0,TRINITY HEALTH,71285828.0,0.0570558774
380056,SANTIAM HOSPITAL & CLINICS,STAYTON,OR,97383,Acute Care Hospitals,Voluntary non-profit - Private,santiam hospital clinics,,,,,,,,cms_gov,high,380056,40.0,887.0,SANTIAM HOSPITAL,84473915.0,0.019890138
380060,ADVENTIST HEALTH PORTLAND,PORTLAND,OR,97216,Acute Care Hospitals,Voluntary non-profit - Church,adventist health portland,Adventist Health,,,,,,,cms_gov,high,380060,168.0,7499.0,ADVENTIST HEALTH,353620183.0,0.0168238887
380061,PROVIDENCE PORTLAND MEDICAL CENTER,PORTLAND,OR,97213,Acute Care Hospitals,Voluntary non-profit - Private,providence portland medical center,Providence,Aya Healthcare,LotusOne,True,Epic,50.0,WARNING: Aya owns both the contract and the software (LotusOne). Outside agencies face a sub-vendor penalty unless the role is hard-to-fill (where penalties may be waived to speed up hiring).,cms_gov,high,380061,391.0,17994.0,PROVIDENCE,995768980.0,0.0595449359
380071,WILLAMETTE VALLEY MEDICAL CENTER,MCMINNVILLE,OR,97128,Acute Care Hospitals,Voluntary non-profit - Private,willamette valley medical center,LifePoint Health,HealthTrust,Unknown,True,Mixed,50.0,,cms_gov,high,380071,50.0,2557.0,LIFEPOINT HEALTH,110435032.0,0.0415542805
380075,PROVIDENCE MEDFORD MEDICAL CENTER,MEDFORD,OR,97504,Acute Care Hospitals,Voluntary non-profit - Church,providence medford medical center,Providence,Aya Healthcare,LotusOne,True,Epic,50.0,WARNING: Aya owns both the contract and the software (LotusOne). Outside agencies face a sub-vendor penalty unless the role is hard-to-fill (where penalties may be waived to speed up hiring).,cms_gov,high,380075,100.0,5546.0,PROVIDENCE,261065941.0,0.1070056523
380082,PROVIDENCE MILWAUKIE HOSPITAL,MILWAUKIE,OR,97222,Acute Care Hospitals,Voluntary non-profit - Church,providence milwaukie hospital,Providence,Aya Healthcare,LotusOne,True,Epic,50.0,WARNING: Aya owns both the contract and the software (LotusOne). Outside agencies face a sub-vendor penalty unless the role is hard-to-fill (where penalties may be waived to speed up hiring).,cms_gov,high,380082,47.0,2676.0,PROVIDENCE,142229241.0,0.1112738568
380089,LEGACY MERIDIAN PARK MEDICAL CENTER,TUALATIN,OR,97062,Acute Care Hospitals,Voluntary non-profit - Private,legacy meridian park medical center,Legacy Health,,,,,,,cms_gov,high,380089,110.0,6610.0,LEGACY HEALTH,265188946.0,0.1052181247
380090,BAY AREA HOSPITAL,COOS BAY,OR,97420,Acute Care Hospitals,Government - Hospital District or Authority,bay area hospital,,,,,,,,cms_gov,high,380090,144.0,5348.0,,176322748.0,0.0784091973
380091,KAISER SUNNYSIDE MEDICAL CENTER,CLACKAMAS,OR,97015,Acute Care Hospitals,Voluntary non-profit - Other,kaiser sunnyside medical center,Kaiser Permanente,AMN Healthcare,SAP Fieldglass,True,Epic,50.0,,cms_gov,high,380091,302.0,18662.0,KAISER PERMANENTE,,
380102,SACRED HEART MEDICAL CENTER - RIVERBEND,SPRINGFIELD,OR,97477,Acute Care Hospitals,Voluntary non-profit - Private,sacred heart medical center riverbend,Peacehealth,,,,,,,cms_gov,high,380102,385.0,23261.0,PEACEHEALTH,860669068.0,0.0647879845
380103,KAISER FOUNDATION HOSPITAL WESTSIDE,HILLSBORO,OR,97124,Acute Care Hospitals,Voluntary non-profit - Private,kaiser foundation hospital westside,Kaiser Permanente,AMN Healthcare,SAP Fieldglass,True,Epic,50.0,,cms_gov,high,380103,122.0,7606.0,KAISER PERMANENTE,,
